latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-0.52168,115.30009,329.63,1.05,1.02,2024-09-19,06:42,A,82,6.1NRT,301.48,22.03,D
-0.52033,115.3093,322.02,1.05,1.02,2024-09-19,06:42,A,69,6.1NRT,299.71,12,D
-1.0219,111.91953,342.84,1.14,1.07,2024-09-19,06:42,A,92,6.1NRT,298.17,51.63,D
5.44182,105.36158,311.99,2.7,1.57,2024-09-19,06:44,A,52,6.1NRT,289.05,27,D
12.58476,108.76609,314.27,1.16,1.07,2024-09-19,06:44,A,62,6.1NRT,289.67,12.78,D
12.73728,108.11823,313.18,1.26,1.11,2024-09-19,06:44,A,65,6.1NRT,292.74,9.62,D
12.73552,108.1069,312.7,1.26,1.12,2024-09-19,06:44,A,60,6.1NRT,293.03,8.19,D
13.18845,109.1867,316.94,1.1,1.04,2024-09-19,06:44,A,61,6.1NRT,293.47,8.78,D
13.20307,108.20423,312.83,1.23,1.1,2024-09-19,06:44,A,67,6.1NRT,292.96,9.05,D
13.51774,109.10815,315.48,1.1,1.04,2024-09-19,06:44,A,65,6.1NRT,292.62,8.53,D
13.5162,109.09806,318.88,1.1,1.05,2024-09-19,06:44,A,74,6.1NRT,294.54,11.59,D
13.76356,109.03052,325.84,1.1,1.05,2024-09-19,06:44,A,76,6.1NRT,283.98,23.72,D
14.14613,109.05369,312.4,1.09,1.04,2024-09-19,06:44,A,52,6.1NRT,286.35,6.59,D
14.1932,109.11657,318.39,1.08,1.04,2024-09-19,06:44,A,62,6.1NRT,288.72,12.2,D
14.1917,109.10662,317.44,1.08,1.04,2024-09-19,06:44,A,57,6.1NRT,288.75,11.22,D
14.20067,109.10884,315.96,1.08,1.04,2024-09-19,06:44,A,61,6.1NRT,287.62,11.37,D
12.47116,109.28408,316.4,1.1,1.05,2024-09-19,06:44,A,0,6.1NRT,297.53,9.23,D
5.4456,105.38515,314.43,2.69,1.57,2024-09-19,06:44,A,61,6.1NRT,289.08,34.47,D
23.54865,103.23988,316.1,1.74,1.29,2024-09-19,06:48,A,55,6.1NRT,295.6,17.31,D
23.92553,103.33383,314.18,1.68,1.27,2024-09-19,06:48,A,57,6.1NRT,300.14,12.7,D
25.02239,108.51273,311.59,1,1,2024-09-19,06:48,A,25,6.1NRT,294.81,3.7,D
25.10128,108.4238,311.58,1,1,2024-09-19,06:48,A,43,6.1NRT,295.94,3.85,D
24.76696,105.94625,316.07,1.14,1.06,2024-09-19,06:48,A,69,6.1NRT,301.47,8.76,D
24.76513,105.93494,318.58,1.14,1.06,2024-09-19,06:48,A,73,6.1NRT,302.76,11.29,D
24.66166,104.56729,313.15,1.35,1.15,2024-09-19,06:48,A,65,6.1NRT,297.36,10.29,D
24.65916,104.56239,315.07,1.35,1.15,2024-09-19,06:48,A,68,6.1NRT,297.98,12.94,D
24.7673,104.00407,314.67,1.46,1.19,2024-09-19,06:48,A,59,6.1NRT,301.12,12.3,D
28.86733,104.32695,322.55,1.2,1.09,2024-09-19,06:48,A,64,6.1NRT,304.78,13.15,D
25.95766,107.22,314.31,1.02,1.01,2024-09-19,06:48,A,31,6.1NRT,300.81,5.64,D
25.96651,107.21838,317.88,1.02,1.01,2024-09-19,06:48,A,70,6.1NRT,300.03,9.37,D
25.39037,103.33839,311.09,1.57,1.24,2024-09-19,06:48,A,42,6.1NRT,297.71,8.96,D
27.08365,108.15376,310.61,1,1,2024-09-19,06:48,A,42,6.1NRT,297.25,3.19,D
27.9318,107.00476,315.65,1.01,1,2024-09-19,06:48,A,55,6.1NRT,300.28,7.35,D
28.40022,108.87304,322.41,1.04,1.02,2024-09-19,06:48,A,54,6.1NRT,303.54,9.97,D
27.7265,102.20536,323.59,1.68,1.27,2024-09-19,06:48,A,58,6.1NRT,302.9,20.86,D
21.94695,101.84553,309.76,2.37,1.49,2024-09-19,06:48,A,59,6.1NRT,295.86,19.87,D
23.43219,108.07063,314.7,1.01,1,2024-09-19,06:48,A,68,6.1NRT,293.6,8.25,D
30.48355,111.79774,319.49,1.53,1.22,2024-09-19,06:50,A,68,6.1NRT,299.02,12.39,D
30.48126,111.80371,325.23,1.53,1.22,2024-09-19,06:50,A,77,6.1NRT,298.97,22.25,D
30.48521,111.81338,319.01,1.53,1.22,2024-09-19,06:50,A,67,6.1NRT,298.71,11.46,D
29.79025,103.63221,320.65,1.26,1.12,2024-09-19,06:50,A,51,6.1NRT,302.66,11.79,D
30.02426,103.54617,318.92,1.26,1.12,2024-09-19,06:50,A,70,6.1NRT,301.03,10.53,D
30.78698,106.76182,323.31,1,1,2024-09-19,06:50,A,67,6.1NRT,306.03,6.07,D
30.50014,104.21896,317.84,1.15,1.07,2024-09-19,06:50,A,21,6.1NRT,297.97,10.93,D
30.5211,103.73753,321.38,1.21,1.1,2024-09-19,06:50,A,68,6.1NRT,300.43,12.07,D
30.76463,104.36884,319.12,1.13,1.06,2024-09-19,06:50,A,57,6.1NRT,300.81,9.75,D
-6.13223,155.18858,321.41,3.19,1.69,2024-09-19,10:51,T,100,6.1NRT,290.52,104.06,N
-6.13359,155.17755,324.25,3.19,1.69,2024-09-19,10:51,T,100,6.1NRT,289.94,120.71,N
-7.53038,112.45469,302.26,1.11,1.05,2024-09-19,14:08,T,48,6.1NRT,281.18,5.59,N
-8.52419,114.00405,301.87,1.01,1,2024-09-19,14:08,T,45,6.1NRT,285.75,4.67,N
-8.11099,112.92176,304.06,1.07,1.03,2024-09-19,14:08,T,58,6.1NRT,268.19,11,N
-7.49739,112.62858,305.64,1.09,1.04,2024-09-19,14:08,T,65,6.1NRT,284.3,6.62,N
-7.74556,112.29479,301.29,1.13,1.06,2024-09-19,14:08,T,40,6.1NRT,280.59,6.06,N
-1.7421,110.22995,307.77,1.25,1.11,2024-09-19,14:10,T,72,6.1NRT,292.91,8.21,N
-3.13684,113.8539,309.77,1,1,2024-09-19,14:10,T,78,6.1NRT,284.35,10.09,N
-1.89683,115.8651,305.28,1.21,1.09,2024-09-19,14:10,T,64,6.1NRT,288.27,7.28,N
-1.74059,110.24096,307.41,1.25,1.11,2024-09-19,14:10,T,71,6.1NRT,292.66,8.02,N
-1.73077,110.23959,322.26,1.25,1.11,2024-09-19,14:10,T,100,6.1NRT,293.11,24.52,N
0.68574,117.55207,306.36,1.71,1.28,2024-09-19,14:10,T,44,6.1NRT,280.91,17.19,N
10.20697,108.35214,306.27,1.15,1.07,2024-09-19,14:12,T,26,6.1NRT,289.73,5.82,N
13.81877,109.06762,314.98,1.02,1.01,2024-09-19,14:14,T,76,6.1NRT,283.6,15.48,N
26.57231,101.66922,312.12,1.67,1.27,2024-09-19,14:16,T,84,6.1NRT,295.53,19,N
-6.1381,155.19351,352.85,1.09,1.04,2024-09-19,15:46,A,100,6.1NRT,300.15,77.94,N
-6.13951,155.20268,322.13,1.09,1.04,2024-09-19,15:46,A,100,6.1NRT,294.27,22.76,N
24.73018,116.18388,302.32,1.07,1.03,2024-09-19,18:56,A,48,6.1NRT,290.42,3.91,N
-3.82356,104.7,300.46,1.33,1.14,2024-09-19,19:02,A,28,6.1NRT,288.51,5.89,N
-2.37612,105.15826,307.18,1.31,1.13,2024-09-19,19:02,A,71,6.1NRT,292.13,8.93,N
-2.54689,106.21946,302.64,1.13,1.06,2024-09-19,19:02,A,50,6.1NRT,290.22,5.04,N
-3.82179,104.68826,301.63,1.34,1.15,2024-09-19,19:02,A,43,6.1NRT,287.41,7.02,N
-6.55854,108.09721,300.06,1.01,1,2024-09-19,19:04,A,14,6.1NRT,287.09,3.35,N
-7.54987,110.45282,301.44,1.29,1.13,2024-09-19,19:04,A,41,6.1NRT,277.26,10.08,N
-4.91808,105.73902,305.81,1.13,1.06,2024-09-19,19:04,A,48,6.1NRT,292.41,6.96,N
-7.55035,110.4472,309.89,1.29,1.13,2024-09-19,19:04,A,79,6.1NRT,278.85,17.63,N
-6.13424,155.18146,309.1,1.01,1.01,2024-09-19,23:14,T,37,6.1NRT,295.19,4.27,D
-6.13695,155.19984,354.37,1.01,1.01,2024-09-19,23:14,T,97,6.1NRT,303.62,68.2,D
-6.12671,155.19191,333.73,1.01,1.01,2024-09-19,23:14,T,87,6.1NRT,301.46,29.53,D
-6.12802,155.20087,339.29,1.01,1.01,2024-09-19,23:14,T,90,6.1NRT,302.73,38.23,D
-6.13563,155.19083,364.22,1.01,1.01,2024-09-19,23:14,T,100,6.1NRT,302.06,94.64,D
